Year,NOC,Lagged_Squad_Size,Lagged_NOC_Events_Entered,Lagged_Sport_Diversity,Lagged_Global_Total_Events,Lagged_Global_Nations_Count,Lagged_Share_of_Entries,Lagged_Expected_Share,Lagged_RCA_Macro,Lagged_Specialization_Index,Lagged_Total_Medals,Lagged_2_Total_Medals,Lagged_3_Total_Medals,Is_Host,Has_Medal_before,Total,Gold,Silver,Bronze
2024,MRI,8.0,8.0,6.0,761.0,205.0,0.0011660107855997668,0.004878048780487805,0.2390322110479522,1.3333333333333333,0.0,0.0,0.0,0,1,0,0,0,0
1984,MTN,,,,,,,,,,,,,0,0,0,0,0,0
1988,MTN,2.0,2.0,1.0,492.0,140.0,0.0004451368795904741,0.007142857142857143,0.062319163142666376,2.0,0.0,,,0,0,0,0,0,0
1992,MTN,6.0,7.0,2.0,528.0,159.0,0.0012129613585167215,0.006289308176100629,0.19286085600415873,3.5,0.0,0.0,,0,0,0,0,0,0
1996,MTN,6.0,6.0,1.0,573.0,168.0,0.0009567852017222134,0.005952380952380952,0.16073991388933187,6.0,0.0,0.0,0.0,0,0,0,0,0,0
2000,MTN,4.0,4.0,1.0,604.0,197.0,0.0005905802450908018,0.005076142131979695,0.11634430828288796,4.0,0.0,0.0,0.0,0,0,0,0,0,0
2004,MTN,2.0,2.0,1.0,667.0,199.0,0.0002849002849002849,0.005025125628140704,0.05669515669515669,2.0,0.0,0.0,0.0,0,0,0,0,0,0
2008,MTN,2.0,2.0,1.0,669.0,201.0,0.0002915026963999417,0.004975124378109453,0.05859204197638828,2.0,0.0,0.0,0.0,0,0,0,0,0,0
2012,MTN,2.0,2.0,1.0,673.0,204.0,0.00028260562385191464,0.004901960784313725,0.05765154726579059,2.0,0.0,0.0,0.0,0,0,0,0,0,0
2016,MTN,2.0,2.0,1.0,670.0,204.0,0.0002859185132237312,0.004901960784313725,0.05832737669764117,2.0,0.0,0.0,0.0,0,0,0,0,0,0
2020,MTN,2.0,2.0,1.0,682.0,205.0,0.0002817298211015636,0.004878048780487805,0.05775461332582054,2.0,0.0,0.0,0.0,0,0,0,0,0,0
2024,MTN,2.0,2.0,1.0,761.0,205.0,0.0002915026963999417,0.004878048780487805,0.05975805276198805,2.0,0.0,0.0,0.0,0,0,0,0,0,0
1948,MYA,,,,,,,,,,,,,0,0,0,0,0,0
1952,MYA,4.0,5.0,3.0,312.0,59.0,0.002261420171867933,0.01694915254237288,0.13342379014020805,1.6666666666666667,0.0,,,0,0,0,0,0,0
1956,MYA,5.0,5.0,2.0,338.0,69.0,0.0016823687752355316,0.014492753623188406,0.11608344549125169,2.5,0.0,0.0,,0,0,0,0,0,0
1960,MYA,11.0,11.0,4.0,342.0,72.0,0.005066789497927222,0.013888888888888888,0.36480884385076,2.75,0.0,0.0,0.0,0,0,0,0,0,0
1964,MYA,10.0,9.0,5.0,340.0,84.0,0.002673002673002673,0.011904761904761904,0.22453222453222454,1.8,0.0,0.0,0.0,0,0,0,0,0,0
1968,MYA,11.0,11.0,5.0,370.0,93.0,0.0034045187248529867,0.010752688172043012,0.3166202414113277,2.2,0.0,0.0,0.0,0,0,0,0,0,0
1972,MYA,4.0,3.0,2.0,386.0,112.0,0.0008143322475570033,0.008928571428571428,0.09120521172638438,1.5,0.0,0.0,0.0,0,0,0,0,0,0
1980,MYA,17.0,7.0,4.0,439.0,121.0,0.0015869417365676718,0.008264462809917356,0.19201995012468828,1.75,0.0,0.0,0.0,0,0,0,0,0,0
1984,MYA,2.0,2.0,2.0,454.0,80.0,0.0006263701847792045,0.0125,0.05010961478233636,1.0,0.0,0.0,0.0,0,0,0,0,0,0
1988,MYA,1.0,1.0,1.0,492.0,140.0,0.00022256843979523704,0.007142857142857143,0.031159581571333188,1.0,0.0,0.0,0.0,0,0,0,0,0,0
1992,MYA,2.0,3.0,1.0,528.0,159.0,0.0005198405822214521,0.006289308176100629,0.08265465257321088,3.0,0.0,0.0,0.0,0,0,0,0,0,0
1996,MYA,4.0,5.0,2.0,573.0,168.0,0.0007973210014351779,0.005952380952380952,0.13394992824110988,2.5,0.0,0.0,0.0,0,0,0,0,0,0
2000,MYA,3.0,3.0,2.0,604.0,197.0,0.0004429351838181013,0.005076142131979695,0.08725823121216596,1.5,0.0,0.0,0.0,0,0,0,0,0,0
2004,MYA,6.0,7.0,4.0,667.0,199.0,0.0009971509971509972,0.005025125628140704,0.19843304843304843,1.75,0.0,0.0,0.0,0,0,0,0,0,0
2008,MYA,2.0,2.0,2.0,669.0,201.0,0.0002915026963999417,0.004975124378109453,0.05859204197638828,1.0,0.0,0.0,0.0,0,0,0,0,0,0
2012,MYA,6.0,7.0,5.0,673.0,204.0,0.0009891196834817012,0.004901960784313725,0.20178041543026706,1.4,0.0,0.0,0.0,0,0,0,0,0,0
2016,MYA,6.0,6.0,5.0,670.0,204.0,0.0008577555396711937,0.004901960784313725,0.17498213009292352,1.2,0.0,0.0,0.0,0,0,0,0,0,0
2020,MYA,7.0,8.0,5.0,682.0,205.0,0.0011269192844062545,0.004878048780487805,0.23101845330328216,1.6,0.0,0.0,0.0,0,0,0,0,0,0
2024,MYA,2.0,2.0,2.0,761.0,205.0,0.0002915026963999417,0.004878048780487805,0.05975805276198805,1.0,0.0,0.0,0.0,0,0,0,0,0,0
1992,NAM,,,,,,,,,,,,,0,0,2,0,2,0
1996,NAM,6.0,9.0,3.0,573.0,168.0,0.00143517780258332,0.005952380952380952,0.2411098708339978,3.0,2.0,,,0,1,2,0,2,0
2000,NAM,8.0,10.0,4.0,604.0,197.0,0.0014764506127270044,0.005076142131979695,0.2908607707072199,2.5,2.0,2.0,,0,1,0,0,0,0
2004,NAM,11.0,16.0,6.0,667.0,199.0,0.002279202279202279,0.005025125628140704,0.45356125356125354,2.6666666666666665,0.0,2.0,2.0,0,1,0,0,0,0
2008,NAM,8.0,9.0,5.0,669.0,201.0,0.0013117621337997377,0.004975124378109453,0.26366418889374726,1.8,0.0,0.0,2.0,0,1,0,0,0,0
2012,NAM,10.0,10.0,4.0,673.0,204.0,0.0014130281192595733,0.004901960784313725,0.28825773632895296,2.5,0.0,0.0,0.0,0,1,0,0,0,0
2016,NAM,9.0,8.0,5.0,670.0,204.0,0.0011436740528949249,0.004901960784313725,0.23330950679056467,1.6,0.0,0.0,0.0,0,1,0,0,0,0
2020,NAM,10.0,9.0,4.0,682.0,205.0,0.0012677841949570363,0.004878048780487805,0.25989575996619246,2.25,0.0,0.0,0.0,0,1,1,0,1,0
2024,NAM,11.0,10.0,6.0,761.0,205.0,0.0014575134819997085,0.004878048780487805,0.2987902638099402,1.6666666666666667,1.0,0.0,0.0,0,1,0,0,0,0
1956,NBO,,,,,,,,,,,,,0,0,0,0,0,0
1968,NCA,,,,,,,,,,,,,0,0,0,0,0,0
1972,NCA,11.0,15.0,3.0,386.0,112.0,0.004071661237785016,0.008928571428571428,0.45602605863192186,5.0,0.0,,,0,0,0,0,0,0
1976,NCA,8.0,10.0,3.0,439.0,121.0,0.0022670596236681025,0.008264462809917356,0.2743142144638404,3.3333333333333335,0.0,0.0,,0,0,0,0,0,0
1980,NCA,15.0,19.0,6.0,444.0,92.0,0.005058572949946752,0.010869565217391304,0.46538871139510124,3.1666666666666665,0.0,0.0,0.0,0,0,0,0,0,0
1984,NCA,5.0,6.0,3.0,454.0,80.0,0.0018791105543376136,0.0125,0.15032884434700908,2.0,0.0,0.0,0.0,0,0,0,0,0,0
1992,NCA,5.0,5.0,2.0,492.0,140.0,0.001112842198976185,0.007142857142857143,0.15579790785666592,2.5,0.0,0.0,0.0,0,0,0,0,0,0
1996,NCA,8.0,9.0,6.0,573.0,168.0,0.00143517780258332,0.005952380952380952,0.2411098708339978,1.5,0.0,0.0,0.0,0,0,0,0,0,0
2000,NCA,25.0,9.0,5.0,604.0,197.0,0.0013288055514543038,0.005076142131979695,0.26177469363649786,1.8,0.0,0.0,0.0,0,0,0,0,0,0
2004,NCA,6.0,6.0,5.0,667.0,199.0,0.0008547008547008547,0.005025125628140704,0.1700854700854701,1.2,0.0,0.0,0.0,0,0,0,0,0,0
2008,NCA,5.0,6.0,3.0,669.0,201.0,0.0008745080891998251,0.004975124378109453,0.17577612592916486,2.0,0.0,0.0,0.0,0,0,0,0,0,0
2012,NCA,6.0,7.0,4.0,673.0,204.0,0.0009891196834817012,0.004901960784313725,0.20178041543026706,1.75,0.0,0.0,0.0,0,0,0,0,0,0
2016,NCA,6.0,6.0,4.0,670.0,204.0,0.0008577555396711937,0.004901960784313725,0.17498213009292352,1.5,0.0,0.0,0.0,0,0,0,0,0,0
2020,NCA,5.0,5.0,4.0,682.0,205.0,0.000704324552753909,0.004878048780487805,0.14438653331455134,1.25,0.0,0.0,0.0,0,0,0,0,0,0
2024,NCA,8.0,8.0,6.0,761.0,205.0,0.0011660107855997668,0.004878048780487805,0.2390322110479522,1.3333333333333333,0.0,0.0,0.0,0,0,0,0,0,0
1900,NED,,,,,,,,,,,,,0,0,5,0,2,3
1908,NED,35.0,18.0,7.0,236.0,31.0,0.04488778054862843,0.03225806451612903,1.3915211970074814,2.5714285714285716,5.0,,,0,1,2,0,0,2
1912,NED,113.0,45.0,11.0,267.0,22.0,0.06646971935007386,0.045454545454545456,1.4623338257016247,4.090909090909091,2.0,5.0,,0,1,3,0,0,3
1920,NED,33.0,14.0,7.0,236.0,27.0,0.015401540154015401,0.037037037037037035,0.4158415841584159,2.0,3.0,2.0,5.0,0,1,11,4,2,5
1924,NED,130.0,58.0,15.0,363.0,29.0,0.04821280133000831,0.034482758620689655,1.3981712385702412,3.8666666666666667,11.0,3.0,2.0,0,1,10,4,1,5
1928,NED,153.0,79.0,16.0,292.0,44.0,0.04882571075401731,0.022727272727272728,2.1483312731767614,4.9375,10.0,11.0,3.0,1,1,19,6,9,4
1932,NED,216.0,91.0,16.0,252.0,46.0,0.05939947780678851,0.021739130434782608,2.7323759791122715,5.6875,19.0,10.0,11.0,0,1,0,0,0,0
1936,NED,24.0,23.0,8.0,268.0,37.0,0.026285714285714287,0.02702702702702703,0.9725714285714285,2.875,0.0,19.0,10.0,0,1,17,6,4,7
1948,NED,128.0,70.0,14.0,302.0,49.0,0.03398058252427184,0.02040816326530612,1.6650485436893205,5.0,17.0,0.0,19.0,0,1,16,5,2,9
1952,NED,137.0,68.0,17.0,312.0,59.0,0.03075531433740389,0.01694915254237288,1.8145635459068294,4.0,16.0,17.0,0.0,0,1,5,0,5,0
1956,NED,104.0,57.0,14.0,338.0,69.0,0.01917900403768506,0.014492753623188406,1.323351278600269,4.071428571428571,5.0,16.0,17.0,0,1,0,0,0,0
1960,NED,1.0,1.0,1.0,342.0,72.0,0.00046061722708429296,0.013888888888888888,0.033164440350069095,1.0,0.0,5.0,16.0,0,1,0,0,0,0
1964,NED,110.0,54.0,13.0,340.0,84.0,0.016038016038016037,0.011904761904761904,1.3471933471933473,4.153846153846154,0.0,0.0,5.0,0,1,10,2,4,4
1968,NED,125.0,57.0,12.0,370.0,93.0,0.017641597028783658,0.010752688172043012,1.64066852367688,4.75,10.0,0.0,0.0,0,1,7,3,3,1
1972,NED,107.0,52.0,11.0,386.0,112.0,0.014115092290988056,0.008928571428571428,1.5808903365906624,4.7272727272727275,7.0,10.0,0.0,0,1,5,3,1,1
1976,NED,119.0,72.0,16.0,439.0,121.0,0.01632282929041034,0.008264462809917356,1.9750623441396509,4.5,5.0,7.0,10.0,0,1,5,0,2,3
1980,NED,108.0,58.0,11.0,444.0,92.0,0.0154419595314164,0.010869565217391304,1.420660276890309,5.2727272727272725,5.0,5.0,7.0,0,1,3,0,1,2
1984,NED,75.0,56.0,10.0,454.0,80.0,0.017538365173817728,0.0125,1.4030692139054182,5.6,3.0,5.0,5.0,0,1,13,5,2,6
1988,NED,135.0,74.0,15.0,492.0,140.0,0.01647006454484754,0.007142857142857143,2.305809036278656,4.933333333333334,13.0,3.0,5.0,0,1,9,2,2,5
1992,NED,147.0,86.0,17.0,528.0,159.0,0.014902096690348293,0.006289308176100629,2.3694333737653785,5.0588235294117645,9.0,13.0,3.0,0,1,15,2,6,7
1996,NED,201.0,105.0,20.0,573.0,168.0,0.016743741030138735,0.005952380952380952,2.8129484930633075,5.25,15.0,9.0,13.0,0,1,19,4,5,10
2000,NED,238.0,94.0,19.0,604.0,197.0,0.01387863575963384,0.005076142131979695,2.7340912446478667,4.947368421052632,19.0,15.0,9.0,0,1,25,12,9,4
2004,NED,231.0,95.0,21.0,667.0,199.0,0.013532763532763533,0.005025125628140704,2.693019943019943,4.523809523809524,25.0,19.0,15.0,0,1,22,4,9,9
2008,NED,210.0,99.0,22.0,669.0,201.0,0.014429383471797114,0.004975124378109453,2.90030607783122,4.5,22.0,25.0,19.0,0,1,16,7,5,4
2012,NED,237.0,98.0,20.0,673.0,204.0,0.013847675568743818,0.004901960784313725,2.8249258160237387,4.9,16.0,22.0,25.0,0,1,20,6,6,8
2016,NED,173.0,95.0,19.0,670.0,204.0,0.013581129378127233,0.004901960784313725,2.7705503931379556,5.0,20.0,16.0,22.0,0,1,19,8,7,4
2020,NED,237.0,122.0,23.0,682.0,205.0,0.01718551908719538,0.004878048780487805,3.523031412875053,5.304347826086956,19.0,20.0,16.0,0,1,36,10,12,14
2024,NED,282.0,123.0,31.0,761.0,205.0,0.017927415828596416,0.004878048780487805,3.6751202448622653,3.967741935483871,36.0,19.0,20.0,0,1,34,15,7,12
1964,NEP,,,,,,,,,,,,,0,0,0,0,0,0
1972,NEP,6.0,5.0,2.0,370.0,93.0,0.0015475085112968121,0.010752688172043012,0.1439182915506035,2.5,0.0,,,0,0,0,0,0,0
1976,NEP,2.0,1.0,1.0,439.0,121.0,0.00022670596236681024,0.008264462809917356,0.02743142144638404,1.0,0.0,0.0,,0,0,0,0,0,0
1980,NEP,1.0,1.0,1.0,444.0,92.0,0.00026624068157614486,0.010869565217391304,0.02449414270500533,1.0,0.0,0.0,0.0,0,0,0,0,0,0
1984,NEP,10.0,9.0,3.0,454.0,80.0,0.0028186658315064203,0.0125,0.2254932665205136,3.0,0.0,0.0,0.0,0,0,0,0,0,0
1988,NEP,10.0,8.0,3.0,492.0,140.0,0.0017805475183618963,0.007142857142857143,0.2492766525706655,2.6666666666666665,0.0,0.0,0.0,0,0,0,0,0,0
1992,NEP,16.0,17.0,5.0,528.0,159.0,0.0029457632992548953,0.006289308176100629,0.4683763645815283,3.4,0.0,0.0,0.0,0,0,0,0,0,0
1996,NEP,2.0,2.0,2.0,573.0,168.0,0.0003189284005740711,0.005952380952380952,0.05357997129644395,1.0,0.0,0.0,0.0,0,0,0,0,0,0
2000,NEP,6.0,6.0,4.0,604.0,197.0,0.0008858703676362026,0.005076142131979695,0.17451646242433191,1.5,0.0,0.0,0.0,0,0,0,0,0,0
2004,NEP,5.0,5.0,3.0,667.0,199.0,0.0007122507122507123,0.005025125628140704,0.14173789173789175,1.6666666666666667,0.0,0.0,0.0,0,0,0,0,0,0
2008,NEP,6.0,6.0,4.0,669.0,201.0,0.0008745080891998251,0.004975124378109453,0.17577612592916486,1.5,0.0,0.0,0.0,0,0,0,0,0,0
2012,NEP,8.0,8.0,6.0,673.0,204.0,0.0011304224954076585,0.004901960784313725,0.23060618906316235,1.3333333333333333,0.0,0.0,0.0,0,0,0,0,0,0
2016,NEP,5.0,5.0,3.0,670.0,204.0,0.0007147962830593281,0.004901960784313725,0.14581844174410294,1.6666666666666667,0.0,0.0,0.0,0,0,0,0,0,0
2020,NEP,7.0,7.0,5.0,682.0,205.0,0.0009860543738554725,0.004878048780487805,0.20214114664037186,1.4,0.0,0.0,0.0,0,0,0,0,0,0
2024,NEP,5.0,5.0,4.0,761.0,205.0,0.0007287567409998542,0.004878048780487805,0.1493951319049701,1.25,0.0,0.0,0.0,0,0,0,0,0,0
1904,NFL,,,,,,,,,,,,,0,0,0,0,0,0
1952,NGR,,,,,,,,,,,,,0,0,0,0,0,0
1956,NGR,9.0,5.0,1.0,338.0,69.0,0.0016823687752355316,0.014492753623188406,0.11608344549125169,5.0,0.0,,,0,0,0,0,0,0
1960,NGR,10.0,6.0,1.0,342.0,72.0,0.0027637033625057578,0.013888888888888888,0.19898664210041458,6.0,0.0,0.0,,0,0,0,0,0,0
1964,NGR,12.0,12.0,2.0,340.0,84.0,0.003564003564003564,0.011904761904761904,0.2993762993762994,6.0,0.0,0.0,0.0,0,0,1,0,0,1
1968,NGR,18.0,12.0,2.0,370.0,93.0,0.003714020427112349,0.010752688172043012,0.3454038997214484,6.0,1.0,0.0,0.0,0,1,0,0,0,0
1972,NGR,36.0,18.0,3.0,386.0,112.0,0.004885993485342019,0.008928571428571428,0.5472312703583062,6.0,0.0,1.0,0.0,0,1,1,0,0,1
1980,NGR,25.0,24.0,2.0,439.0,121.0,0.005440943096803446,0.008264462809917356,0.6583541147132169,12.0,1.0,0.0,1.0,0,1,0,0,0,0
1984,NGR,44.0,22.0,5.0,454.0,80.0,0.006890072032571249,0.0125,0.5512057626056999,4.4,0.0,1.0,0.0,0,1,2,0,1,1
1988,NGR,32.0,24.0,4.0,492.0,140.0,0.005341642555085689,0.007142857142857143,0.7478299577119965,6.0,2.0,0.0,1.0,0,1,0,0,0,0
1992,NGR,69.0,44.0,8.0,528.0,159.0,0.007624328539247964,0.006289308176100629,1.2122682377404261,5.5,0.0,2.0,0.0,0,1,4,0,3,1
1996,NGR,55.0,34.0,8.0,573.0,168.0,0.005421782809759209,0.005952380952380952,0.9108595120395472,4.25,4.0,0.0,2.0,0,1,6,2,1,3
2000,NGR,65.0,38.0,9.0,604.0,197.0,0.005610512328362616,0.005076142131979695,1.1052709286874356,4.222222222222222,6.0,4.0,0.0,0,1,3,1,2,0
2004,NGR,83.0,37.0,8.0,667.0,199.0,0.005270655270655271,0.005025125628140704,1.0488603988603988,4.625,3.0,6.0,4.0,0,1,2,0,0,2
2008,NGR,70.0,31.0,10.0,669.0,201.0,0.004518291794199096,0.004975124378109453,0.9081766506340183,3.1,2.0,3.0,6.0,0,1,5,0,3,2
2012,NGR,74.0,36.0,10.0,673.0,204.0,0.005086901229334464,0.004901960784313725,1.0377278507842307,3.6,5.0,2.0,3.0,0,1,0,0,0,0
2016,NGR,49.0,31.0,8.0,670.0,204.0,0.004431736954967834,0.004901960784313725,0.9040743388134382,3.875,0.0,5.0,2.0,0,1,1,0,0,1
2020,NGR,71.0,36.0,10.0,682.0,205.0,0.005071136779828145,0.004878048780487805,1.0395830398647699,3.6,1.0,0.0,5.0,0,1,2,0,1,1
2024,NGR,53.0,31.0,10.0,761.0,205.0,0.004518291794199096,0.004878048780487805,0.9262498178108147,3.1,2.0,1.0,0.0,0,1,0,0,0,0
1964,NIG,,,,,,,,,,,,,0,0,0,0,0,0
1968,NIG,1.0,1.0,1.0,370.0,93.0,0.00030950170225936243,0.010752688172043012,0.028783658310120704,1.0,0.0,,,0,0,0,0,0,0
1972,NIG,2.0,2.0,1.0,386.0,112.0,0.0005428881650380022,0.008928571428571428,0.06080347448425625,2.0,0.0,0.0,,0,0,1,0,0,1
1984,NIG,4.0,4.0,1.0,439.0,121.0,0.000906823849467241,0.008264462809917356,0.10972568578553615,4.0,1.0,0.0,0.0,0,1,0,0,0,0
1988,NIG,4.0,4.0,2.0,492.0,140.0,0.0008902737591809482,0.007142857142857143,0.12463832628533275,2.0,0.0,1.0,0.0,0,1,0,0,0,0
1992,NIG,6.0,4.0,2.0,528.0,159.0,0.0006931207762952695,0.006289308176100629,0.11020620343094784,2.0,0.0,0.0,1.0,0,1,0,0,0,0
1996,NIG,3.0,3.0,1.0,573.0,168.0,0.0004783926008611067,0.005952380952380952,0.08036995694466594,3.0,0.0,0.0,0.0,0,1,0,0,0,0
2000,NIG,3.0,3.0,1.0,604.0,197.0,0.0004429351838181013,0.005076142131979695,0.08725823121216596,3.0,0.0,0.0,0.0,0,1,0,0,0,0
2004,NIG,4.0,4.0,2.0,667.0,199.0,0.0005698005698005698,0.005025125628140704,0.11339031339031339,2.0,0.0,0.0,0.0,0,1,0,0,0,0
2008,NIG,4.0,4.0,3.0,669.0,201.0,0.0005830053927998834,0.004975124378109453,0.11718408395277656,1.3333333333333333,0.0,0.0,0.0,0,1,0,0,0,0
2012,NIG,4.0,4.0,2.0,673.0,204.0,0.0005652112477038293,0.004901960784313725,0.11530309453158118,2.0,0.0,0.0,0.0,0,1,0,0,0,0
2016,NIG,6.0,6.0,5.0,670.0,204.0,0.0008577555396711937,0.004901960784313725,0.17498213009292352,1.2,0.0,0.0,0.0,0,1,1,0,1,0
2020,NIG,6.0,6.0,4.0,682.0,205.0,0.0008451894633046908,0.004878048780487805,0.17326383997746161,1.5,1.0,0.0,0.0,0,1,0,0,0,0
2024,NIG,7.0,7.0,4.0,761.0,205.0,0.001020259437399796,0.004878048780487805,0.20915318466695818,1.75,0.0,1.0,0.0,0,1,0,0,0,0
1900,NOR,,,,,,,,,,,,,0,0,5,0,2,3
1904,NOR,7.0,9.0,2.0,236.0,31.0,0.022443890274314215,0.03225806451612903,0.6957605985037407,4.5,5.0,,,0,1,2,2,0,0
1908,NOR,3.0,6.0,2.0,224.0,15.0,0.03208556149732621,0.06666666666666667,0.4812834224598931,3.0,2.0,5.0,,0,1,8,2,3,3
1912,NOR,69.0,23.0,7.0,267.0,22.0,0.033973412112259974,0.045454545454545456,0.7474150664697194,3.2857142857142856,8.0,2.0,5.0,0,1,10,3,2,5
1920,NOR,190.0,58.0,14.0,236.0,27.0,0.0638063806380638,0.037037037037037035,1.7227722772277227,4.142857142857143,10.0,8.0,2.0,0,1,31,13,9,9
1924,NOR,192.0,71.0,15.0,363.0,29.0,0.05901911886949293,0.034482758620689655,1.711554447215295,4.733333333333333,31.0,10.0,8.0,0,1,10,5,2,3
1928,NOR,59.0,41.0,9.0,292.0,44.0,0.02533992583436341,0.022727272727272728,1.1149567367119901,4.555555555555555,10.0,31.0,10.0,0,1,4,1,2,1
1932,NOR,50.0,38.0,8.0,252.0,46.0,0.024804177545691905,0.021739130434782608,1.1409921671018277,4.75,4.0,10.0,31.0,0,1,0,0,0,0
1936,NOR,5.0,6.0,3.0,268.0,37.0,0.006857142857142857,0.02702702702702703,0.25371428571428567,2.0,0.0,4.0,10.0,0,1,6,1,3,2
1948,NOR,70.0,43.0,12.0,302.0,49.0,0.02087378640776699,0.02040816326530612,1.0228155339805824,3.5833333333333335,6.0,0.0,4.0,0,1,7,1,3,3
1952,NOR,80.0,49.0,11.0,312.0,59.0,0.022161917684305744,0.01694915254237288,1.3075531433740388,4.454545454545454,7.0,6.0,0.0,0,1,5,3,2,0
1956,NOR,102.0,72.0,14.0,338.0,69.0,0.024226110363391656,0.014492753623188406,1.6716016150740243,5.142857142857143,5.0,7.0,6.0,0,1,3,1,0,2
1960,NOR,22.0,18.0,6.0,342.0,72.0,0.008291110087517274,0.013888888888888888,0.5969599263012437,3.0,3.0,5.0,7.0,0,1,0,0,0,0
1964,NOR,40.0,39.0,11.0,340.0,84.0,0.011583011583011582,0.011904761904761904,0.972972972972973,3.5454545454545454,0.0,3.0,5.0,0,1,0,0,0,0
1968,NOR,26.0,23.0,6.0,370.0,93.0,0.007118539151965335,0.010752688172043012,0.6620241411327762,3.8333333333333335,0.0,0.0,3.0,0,1,2,1,1,0
1972,NOR,46.0,36.0,11.0,386.0,112.0,0.009771986970684038,0.008928571428571428,1.0944625407166124,3.272727272727273,2.0,0.0,0.0,0,1,4,2,1,1
1976,NOR,112.0,70.0,15.0,439.0,121.0,0.01586941736567672,0.008264462809917356,1.9201995012468829,4.666666666666667,4.0,2.0,0.0,0,1,2,1,1,0
1984,NOR,66.0,44.0,11.0,444.0,92.0,0.011714589989350373,0.010869565217391304,1.0777422790202345,4.0,2.0,4.0,2.0,0,1,3,0,1,2
1988,NOR,103.0,76.0,17.0,492.0,140.0,0.016915201424438014,0.007142857142857143,2.368128199421322,4.470588235294118,3.0,2.0,4.0,0,1,5,2,3,0
1992,NOR,69.0,42.0,11.0,528.0,159.0,0.007277768151100329,0.006289308176100629,1.1571651360249522,3.8181818181818183,5.0,3.0,2.0,0,1,7,2,4,1
1996,NOR,83.0,64.0,17.0,573.0,168.0,0.010205708818370275,0.005952380952380952,1.7145590814862064,3.764705882352941,7.0,5.0,3.0,0,1,7,2,2,3
2000,NOR,97.0,65.0,16.0,604.0,197.0,0.009596928982725527,0.005076142131979695,1.890595009596929,4.0625,7.0,7.0,5.0,0,1,10,4,3,3
2004,NOR,93.0,54.0,15.0,667.0,199.0,0.007692307692307693,0.005025125628140704,1.5307692307692309,3.6,10.0,7.0,7.0,0,1,6,5,0,1
2008,NOR,52.0,35.0,12.0,669.0,201.0,0.00510129718699898,0.004975124378109453,1.025360734586795,2.9166666666666665,6.0,10.0,7.0,0,1,9,3,5,1
2012,NOR,84.0,49.0,15.0,673.0,204.0,0.006923837784371909,0.004901960784313725,1.4124629080118694,3.2666666666666666,9.0,6.0,10.0,0,1,4,2,1,1
2016,NOR,61.0,46.0,15.0,670.0,204.0,0.006576125804145818,0.004901960784313725,1.3415296640457468,3.066666666666667,4.0,9.0,6.0,0,1,4,0,0,4
2020,NOR,62.0,53.0,13.0,682.0,205.0,0.007465840259191435,0.004878048780487805,1.5304972531342442,4.076923076923077,4.0,4.0,9.0,0,1,8,4,2,2
2024,NOR,93.0,60.0,18.0,761.0,205.0,0.00874508089199825,0.004878048780487805,1.7927415828596414,3.3333333333333335,8.0,4.0,4.0,0,1,8,4,1,3
1996,NRU,,,,,,,,,,,,,0,0,0,0,0,0
2000,NRU,3.0,3.0,1.0,604.0,197.0,0.0004429351838181013,0.005076142131979695,0.08725823121216596,3.0,0.0,,,0,0,0,0,0,0
2004,NRU,2.0,2.0,1.0,667.0,199.0,0.0002849002849002849,0.005025125628140704,0.05669515669515669,2.0,0.0,0.0,,0,0,0,0,0,0
2008,NRU,3.0,3.0,1.0,669.0,201.0,0.00043725404459991256,0.004975124378109453,0.08788806296458243,3.0,0.0,0.0,0.0,0,0,0,0,0,0
2012,NRU,1.0,1.0,1.0,673.0,204.0,0.00014130281192595732,0.004901960784313725,0.028825773632895294,1.0,0.0,0.0,0.0,0,0,0,0,0,0
2016,NRU,2.0,2.0,2.0,670.0,204.0,0.0002859185132237312,0.004901960784313725,0.05832737669764117,1.0,0.0,0.0,0.0,0,0,0,0,0,0
2020,NRU,2.0,2.0,2.0,682.0,205.0,0.0002817298211015636,0.004878048780487805,0.05775461332582054,1.0,0.0,0.0,0.0,0,0,0,0,0,0
2024,NRU,2.0,2.0,2.0,761.0,205.0,0.0002915026963999417,0.004878048780487805,0.05975805276198805,1.0,0.0,0.0,0.0,0,0,0,0,0,0
1900,NZL,,,,,,,,,,,,,0,0,0,0,0,0
1920,NZL,1.0,1.0,1.0,236.0,31.0,0.0024937655860349127,0.03225806451612903,0.0773067331670823,1.0,0.0,,,0,0,1,0,0,1
1924,NZL,4.0,6.0,3.0,363.0,29.0,0.004987531172069825,0.034482758620689655,0.14463840399002495,2.0,1.0,0.0,,0,1,1,0,0,1
1928,NZL,4.0,6.0,3.0,292.0,44.0,0.003708281829419036,0.022727272727272728,0.1631644004944376,2.0,1.0,1.0,0.0,0,1,1,1,0,0
1932,NZL,9.0,12.0,3.0,252.0,46.0,0.007832898172323759,0.021739130434782608,0.3603133159268929,4.0,1.0,1.0,1.0,0,1,0,0,0,0
1936,NZL,21.0,15.0,4.0,268.0,37.0,0.017142857142857144,0.02702702702702703,0.6342857142857142,3.75,0.0,1.0,1.0,0,1,1,1,0,0
1948,NZL,7.0,9.0,3.0,302.0,49.0,0.004368932038834952,0.02040816326530612,0.21407766990291263,3.0,1.0,0.0,1.0,0,1,0,0,0,0
